hour,day_of_week,is_weekend,road_type,weather,temperature,precipitation,vehicle_count,free_flow_speed,avg_speed,delay_min,risk_score,congestion_level
9,6,1,Highway,Clear,25.5,0.0,543,88.7,80.9,0.0,24,LOW
5,0,0,Urban,Clear,34.4,0.0,330,38.7,33.1,0.7,13,LOW
17,6,1,Highway,Storm,22.8,6.41,1434,96.2,31.3,17.8,76,HIGH
12,3,0,Highway,Clear,27.9,0.0,995,82.9,60.0,8.7,60,MEDIUM
2,2,0,Highway,Clear,34.5,0.0,570,86.0,80.1,0.8,11,LOW
23,5,1,Arterial,Clear,19.8,0.0,498,56.9,48.0,1.8,18,LOW
9,5,1,Highway,Rain,21.8,7.42,417,93.5,78.7,2.5,10,LOW
13,4,0,Urban,Clear,33.7,0.0,452,35.2,25.2,7.3,47,MEDIUM
5,5,1,Arterial,Clear,37.4,0.0,362,64.9,58.4,1.4,33,LOW
2,2,0,Arterial,Rain,28.1,0.3,148,59.9,53.4,0.3,15,LOW
15,3,0,Highway,Clear,21.2,0.0,1094,95.2,66.2,7.1,63,MEDIUM
6,5,1,Arterial,Rain,25.8,0.77,271,65.0,54.0,1.7,29,LOW
19,4,0,Urban,Clear,41.8,0.0,914,37.6,8.0,33.8,71,HIGH
13,2,0,Arterial,Clear,18.7,0.0,746,60.1,39.9,8.4,44,MEDIUM
8,0,0,Arterial,Rain,31.7,13.47,1613,59.1,8.0,25.1,91,HIGH
14,1,0,Urban,Clear,28.9,0.0,636,39.8,19.2,20.1,86,HIGH
20,1,0,Urban,Fog,19.9,0.42,844,38.3,8.0,20.7,77,HIGH
2,0,0,Arterial,Storm,25.8,26.31,453,64.5,36.0,6.5,59,MEDIUM
1,6,1,Highway,Clear,15.4,0.0,809,89.1,73.1,2.4,32,LOW
1,5,1,Arterial,Fog,30.0,0.07,403,58.7,39.2,8.1,56,MEDIUM
2,1,0,Arterial,Clear,31.0,0.0,294,64.5,60.0,0.1,32,LOW
17,6,1,Arterial,Fog,18.4,0.11,1146,63.3,15.5,17.8,91,HIGH
13,1,0,Urban,Clear,31.9,0.0,479,40.9,30.7,0.0,19,LOW
19,0,0,Arterial,Clear,23.3,0.0,1295,58.4,11.1,30.3,84,HIGH
17,5,1,Urban,Clear,22.7,0.0,680,44.4,18.2,28.3,80,HIGH
9,5,1,Highway,Clear,21.2,0.0,258,84.7,82.3,1.9,35,LOW
1,6,1,Highway,Clear,32.6,0.0,638,95.4,86.8,1.0,31,LOW
21,0,0,Highway,Fog,16.3,0.3,474,93.1,66.8,4.6,54,MEDIUM
0,6,1,Urban,Fog,16.9,0.25,310,36.2,26.7,9.4,64,MEDIUM
3,5,1,Urban,Clear,23.9,0.0,131,40.2,37.9,0.6,29,LOW
13,5,1,Arterial,Clear,24.1,0.0,815,54.7,34.8,7.3,61,MEDIUM
0,2,0,Arterial,Rain,32.4,1.24,196,58.6,47.2,1.1,17,LOW
13,6,1,Arterial,Clear,27.4,0.0,773,61.1,40.0,4.3,56,MEDIUM
15,2,0,Urban,Clear,27.4,0.0,577,37.0,25.1,9.8,61,MEDIUM
21,0,0,Urban,Clear,16.7,0.0,153,33.0,33.0,0.7,21,LOW
13,3,0,Arterial,Clear,26.4,0.0,929,59.5,29.9,7.1,57,MEDIUM
19,1,0,Arterial,Clear,11.1,0.0,1706,60.9,9.5,22.2,87,HIGH
2,2,0,Highway,Rain,29.7,7.53,615,88.1,68.4,1.2,26,LOW
2,1,0,Arterial,Clear,32.7,0.0,224,59.9,59.6,0.4,36,LOW
8,4,0,Arterial,Clear,22.5,0.0,1196,59.3,15.3,14.4,79,HIGH
5,0,0,Highway,Fog,30.6,0.45,266,84.9,63.6,5.5,66,MEDIUM
12,3,0,Urban,Clear,24.9,0.0,410,45.8,34.6,2.2,33,LOW
20,4,0,Arterial,Clear,36.6,0.0,1662,61.3,8.0,23.7,84,HIGH
1,4,0,Urban,Clear,29.6,0.0,194,38.7,34.6,0.9,11,LOW
7,5,1,Highway,Clear,20.7,0.0,630,85.9,76.4,1.9,33,LOW
20,4,0,Arterial,Clear,36.2,0.0,951,58.4,29.3,9.5,56,MEDIUM
1,0,0,Arterial,Clear,33.8,0.0,205,58.5,58.0,0.6,30,LOW
3,2,0,Highway,Clear,25.1,0.0,711,90.2,75.8,0.8,29,LOW
14,0,0,Arterial,Clear,31.5,0.0,972,64.6,28.8,22.2,70,HIGH
3,2,0,Highway,Clear,31.4,0.0,682,86.0,75.4,1.6,34,LOW
12,4,0,Highway,Rain,25.0,1.21,1285,90.9,48.7,5.9,53,MEDIUM
11,4,0,Highway,Clear,28.5,0.0,1043,94.0,65.1,5.5,45,MEDIUM
12,3,0,Highway,Clear,29.7,0.0,879,86.6,67.6,1.0,8,LOW
13,2,0,Arterial,Fog,23.3,0.08,870,57.3,24.0,17.3,88,HIGH
19,4,0,Highway,Clear,37.4,0.0,1844,82.5,17.5,31.7,95,HIGH
17,5,1,Arterial,Clear,14.2,0.0,919,66.7,32.7,16.3,89,HIGH
5,1,0,Urban,Clear,32.7,0.0,240,41.5,40.5,0.4,29,LOW
10,3,0,Arterial,Rain,19.5,0.57,1508,57.7,8.0,29.2,88,HIGH
1,0,0,Urban,Clear,26.3,0.0,247,38.2,36.3,0.9,32,LOW
22,3,0,Arterial,Clear,16.8,0.0,312,55.9,47.4,1.4,13,LOW
18,1,0,Arterial,Clear,18.8,0.0,1642,60.6,11.5,31.1,92,HIGH
18,2,0,Highway,Clear,27.4,0.0,2555,88.3,12.0,20.6,92,HIGH
4,0,0,Urban,Rain,28.5,2.32,245,37.2,28.6,1.8,8,LOW
18,0,0,Urban,Clear,35.4,0.0,846,37.7,8.0,30.4,76,HIGH
1,2,0,Arterial,Clear,25.2,0.0,349,62.9,60.1,2.0,25,LOW
9,6,1,Highway,Fog,32.3,0.07,599,88.1,57.7,5.3,59,MEDIUM
1,6,1,Arterial,Clear,27.9,0.0,456,55.1,49.4,1.3,17,LOW
10,3,0,Arterial,Clear,32.0,0.0,1402,60.3,9.0,17.0,75,HIGH
17,4,0,Arterial,Clear,20.4,0.0,1594,57.3,8.0,29.8,88,HIGH
23,6,1,Arterial,Rain,28.6,2.24,411,62.6,50.5,1.8,24,LOW
14,3,0,Highway,Rain,30.6,2.17,1250,97.5,53.7,8.6,41,MEDIUM
8,6,1,Urban,Fog,24.5,0.44,261,34.2,26.2,0.6,33,LOW
22,1,0,Highway,Clear,30.7,0.0,300,86.5,82.3,1.4,19,LOW
18,5,1,Highway,Clear,31.3,0.0,714,90.7,78.1,0.6,21,LOW
8,4,0,Arterial,Clear,24.4,0.0,1008,59.7,22.3,14.7,87,HIGH
2,3,0,Highway,Rain,33.4,1.23,888,96.3,66.3,4.2,65,MEDIUM
20,5,1,Highway,Clear,11.9,0.0,545,89.9,82.2,1.6,28,LOW
8,5,1,Highway,Clear,14.6,0.0,410,91.0,86.2,1.9,14,LOW
13,6,1,Arterial,Rain,20.8,2.88,990,61.7,28.8,14.9,83,HIGH
18,2,0,Urban,Clear,30.0,0.0,872,38.0,8.0,33.8,83,HIGH
6,1,0,Urban,Clear,22.7,0.0,219,41.5,38.0,0.4,30,LOW
15,1,0,Arterial,Fog,18.6,0.37,869,61.6,25.7,15.2,93,HIGH
15,1,0,Highway,Clear,27.4,0.0,885,90.5,72.1,1.2,27,LOW
0,4,0,Arterial,Clear,28.7,0.0,401,52.3,45.4,0.9,10,LOW
3,0,0,Arterial,Clear,23.5,0.0,555,57.0,43.4,0.9,32,LOW
3,4,0,Highway,Clear,19.7,0.0,477,90.9,85.9,0.7,11,LOW
6,3,0,Highway,Clear,28.0,0.0,281,89.5,89.5,0.3,17,LOW
7,5,1,Highway,Clear,33.6,0.0,254,93.7,91.3,1.2,16,LOW
16,5,1,Urban,Clear,19.5,0.0,686,42.3,16.7,22.8,79,HIGH
4,0,0,Arterial,Fog,39.1,0.3,366,61.4,44.6,6.4,53,MEDIUM
6,3,0,Urban,Clear,24.0,0.0,230,42.3,38.2,0.9,19,LOW
19,0,0,Highway,Clear,23.5,0.0,2311,92.5,16.4,31.2,89,HIGH
19,5,1,Highway,Clear,28.9,0.0,1705,87.4,24.3,25.3,77,HIGH
3,6,1,Arterial,Rain,28.7,10.78,287,60.0,48.8,1.4,24,LOW
5,4,0,Arterial,Clear,12.4,0.0,240,55.6,53.9,1.3,10,LOW
6,1,0,Highway,Rain,27.2,3.23,407,97.5,80.8,0.8,37,LOW
17,5,1,Highway,Rain,32.0,8.12,1064,83.7,52.2,7.3,45,MEDIUM
4,2,0,Highway,Fog,35.2,0.12,431,79.6,55.1,4.9,40,MEDIUM
19,1,0,Highway,Rain,27.2,2.88,1509,100.6,43.6,16.3,91,HIGH
2,5,1,Highway,Clear,25.5,0.0,360,89.5,85.8,2.8,34,LOW
6,4,0,Urban,Rain,33.1,2.74,209,42.7,29.3,4.1,61,MEDIUM
21,0,0,Arterial,Fog,40.5,0.49,489,62.9,42.5,5.4,66,MEDIUM
13,6,1,Arterial,Storm,28.7,4.29,1307,64.2,8.0,33.0,71,HIGH
6,6,1,Arterial,Clear,26.7,0.0,453,62.4,56.0,1.4,31,LOW
4,1,0,Highway,Clear,36.8,0.0,413,93.0,88.8,0.0,11,LOW
21,4,0,Highway,Clear,20.1,0.0,574,78.3,71.9,0.2,10,LOW
4,6,1,Arterial,Clear,28.4,0.0,291,56.1,53.3,1.0,10,LOW
22,6,1,Arterial,Rain,44.9,0.53,322,49.5,40.9,0.5,8,LOW
1,3,0,Highway,Storm,31.2,11.46,676,85.9,47.8,8.4,63,MEDIUM
20,2,0,Urban,Clear,33.4,0.0,1200,38.4,8.0,30.9,73,HIGH
21,1,0,Arterial,Rain,25.7,0.89,277,59.5,48.6,1.4,11,LOW
5,0,0,Highway,Clear,32.1,0.0,617,85.3,75.7,2.2,8,LOW
14,6,1,Highway,Clear,36.5,0.0,1598,88.2,35.9,14.3,70,HIGH
20,3,0,Arterial,Clear,17.4,0.0,1581,57.9,9.9,31.7,90,HIGH
9,4,0,Urban,Clear,27.3,0.0,1052,41.0,8.0,21.7,83,HIGH
22,6,1,Highway,Fog,30.4,0.32,698,93.8,65.5,7.1,61,MEDIUM
23,2,0,Highway,Clear,27.6,0.0,734,91.1,75.6,1.5,26,LOW
6,0,0,Arterial,Clear,24.6,0.0,281,62.5,59.7,1.9,32,LOW
4,4,0,Highway,Clear,37.8,0.0,518,91.0,85.8,1.1,22,LOW
0,4,0,Arterial,Clear,29.4,0.0,281,64.7,61.8,0.4,26,LOW
12,1,0,Arterial,Fog,23.1,0.49,992,67.5,20.9,26.4,93,HIGH
20,6,1,Highway,Clear,34.9,0.0,758,77.8,67.1,1.6,34,LOW
17,1,0,Highway,Clear,37.7,0.0,2069,95.7,16.2,12.7,71,HIGH
12,0,0,Arterial,Rain,36.0,10.25,751,54.8,35.3,7.0,63,MEDIUM
20,6,1,Highway,Clear,25.1,0.0,283,90.9,89.4,0.5,27,LOW
20,5,1,Highway,Rain,25.4,0.92,471,91.3,75.8,2.1,22,LOW
17,6,1,Urban,Clear,20.7,0.0,688,41.8,19.7,12.6,82,HIGH
4,5,1,Highway,Clear,29.8,0.0,606,89.7,80.4,2.3,19,LOW
12,4,0,Arterial,Fog,35.7,0.09,903,60.0,25.1,17.0,73,HIGH
3,1,0,Highway,Rain,31.9,2.88,401,91.7,75.5,1.6,26,LOW
16,2,0,Arterial,Clear,40.3,0.0,784,58.6,36.6,7.7,48,MEDIUM
2,6,1,Highway,Clear,14.4,0.0,703,80.5,70.8,0.3,18,LOW
16,2,0,Urban,Fog,29.0,0.29,510,40.0,18.0,31.9,74,HIGH
10,6,1,Arterial,Clear,33.8,0.0,264,57.0,54.9,0.8,19,LOW
20,4,0,Highway,Clear,23.7,0.0,1654,85.8,34.1,25.1,91,HIGH
19,1,0,Arterial,Clear,20.1,0.0,1396,56.3,8.0,22.6,92,HIGH
22,0,0,Arterial,Clear,19.5,0.0,309,52.1,52.1,3.0,26,LOW
20,0,0,Arterial,Clear,28.7,0.0,1004,58.4,26.3,32.8,83,HIGH
3,0,0,Urban,Fog,19.4,0.33,190,40.0,33.2,0.4,14,LOW
1,6,1,Arterial,Clear,38.3,0.0,536,63.1,51.7,2.2,16,LOW
19,6,1,Highway,Rain,31.6,4.73,1398,87.0,37.6,23.7,79,HIGH
15,2,0,Arterial,Clear,26.6,0.0,760,66.3,41.2,9.1,42,MEDIUM
17,1,0,Highway,Clear,27.4,0.0,2461,92.9,10.3,30.0,84,HIGH
7,6,1,Urban,Clear,35.6,0.0,311,36.6,31.6,1.2,23,LOW
2,1,0,Arterial,Clear,37.4,0.0,212,58.0,55.8,0.7,18,LOW
8,2,0,Highway,Clear,21.5,0.0,1763,100.1,32.4,31.0,87,HIGH
19,6,1,Highway,Clear,22.9,0.0,943,93.8,73.5,1.0,37,LOW
5,0,0,Urban,Rain,25.5,3.22,153,38.4,30.6,1.5,21,LOW
9,0,0,Urban,Clear,23.6,0.0,1131,42.7,8.0,17.4,70,HIGH
20,4,0,Arterial,Clear,15.4,0.0,1639,55.0,8.0,17.0,73,HIGH
9,5,1,Highway,Storm,22.3,3.19,410,87.2,54.5,4.1,55,MEDIUM
12,3,0,Arterial,Storm,23.1,17.61,1025,50.7,18.5,30.7,71,HIGH
16,5,1,Highway,Clear,19.6,0.0,1770,93.0,25.5,13.7,81,HIGH
8,6,1,Highway,Clear,31.1,0.0,420,84.2,82.7,1.2,16,LOW
16,1,0,Highway,Rain,27.1,0.29,1130,89.6,52.2,5.2,48,MEDIUM
23,6,1,Highway,Rain,32.3,0.07,246,82.3,74.9,2.5,15,LOW
8,1,0,Arterial,Clear,21.1,0.0,1194,60.8,12.7,28.8,97,HIGH
8,1,0,Urban,Clear,32.4,0.0,994,39.8,8.0,29.0,92,HIGH
0,5,1,Arterial,Rain,29.0,5.14,393,54.1,40.5,5.7,55,MEDIUM
1,3,0,Highway,Fog,24.2,0.27,274,87.6,66.5,1.0,30,LOW
15,4,0,Arterial,Rain,39.2,4.2,1092,60.5,20.2,28.0,87,HIGH
0,5,1,Arterial,Clear,28.8,0.0,211,61.8,61.4,0.7,26,LOW
9,3,0,Highway,Clear,24.3,0.0,2318,97.9,15.2,24.7,80,HIGH
17,0,0,Urban,Clear,30.0,0.0,1200,43.7,8.1,24.0,97,HIGH
7,0,0,Arterial,Clear,21.4,0.0,205,57.2,53.7,0.9,11,LOW
20,1,0,Urban,Clear,26.8,0.0,785,37.9,8.0,19.2,74,HIGH
10,2,0,Arterial,Clear,42.2,0.0,1069,54.3,20.7,24.8,81,HIGH
22,6,1,Arterial,Clear,15.6,0.0,256,56.0,53.6,1.0,8,LOW
1,6,1,Highway,Clear,24.3,0.0,685,94.3,86.8,0.1,37,LOW
7,1,0,Arterial,Rain,27.0,1.69,339,53.6,45.4,2.3,17,LOW
21,2,0,Highway,Rain,25.4,0.04,518,89.2,74.0,0.0,24,LOW
7,3,0,Urban,Fog,24.5,0.17,184,39.1,30.8,1.1,22,LOW
16,0,0,Urban,Rain,39.9,3.28,521,37.7,17.2,19.7,73,HIGH
14,6,1,Urban,Clear,24.1,0.0,815,36.1,12.8,20.2,75,HIGH
16,5,1,Arterial,Clear,30.8,0.0,966,52.4,23.6,14.2,71,HIGH
22,2,0,Urban,Clear,23.7,0.0,213,36.1,36.1,2.1,24,LOW
23,3,0,Highway,Clear,30.8,0.0,425,89.6,84.7,0.0,12,LOW
12,0,0,Arterial,Fog,34.5,0.11,997,62.4,23.4,30.6,90,HIGH
18,5,1,Arterial,Clear,27.5,0.0,883,66.4,38.6,9.7,51,MEDIUM
4,2,0,Arterial,Clear,24.0,0.0,215,61.3,61.2,1.3,20,LOW
11,1,0,Arterial,Clear,27.1,0.0,1018,62.4,26.1,16.6,91,HIGH
0,1,0,Highway,Clear,31.7,0.0,287,98.0,94.2,0.8,14,LOW
22,1,0,Highway,Clear,34.1,0.0,252,91.7,88.5,1.4,33,LOW
4,6,1,Urban,Clear,29.8,0.0,284,42.9,39.6,0.6,29,LOW
7,3,0,Arterial,Clear,27.4,0.0,301,58.5,54.7,0.2,21,LOW
12,1,0,Highway,Clear,37.0,0.0,966,93.6,69.2,6.5,56,MEDIUM
7,6,1,Urban,Fog,23.6,0.34,233,40.6,27.9,6.6,59,MEDIUM
22,4,0,Urban,Clear,25.1,0.0,158,39.3,38.3,0.0,13,LOW
10,6,1,Highway,Clear,40.6,0.0,388,97.7,92.5,1.1,29,LOW
0,0,0,Urban,Clear,27.3,0.0,151,36.4,35.5,0.9,19,LOW
12,6,1,Urban,Clear,32.6,0.0,477,37.4,27.7,6.8,44,MEDIUM
18,3,0,Urban,Clear,21.8,0.0,1133,43.5,9.1,17.6,70,HIGH
23,5,1,Urban,Clear,35.0,0.0,243,42.9,37.8,0.8,26,LOW
2,6,1,Arterial,Rain,19.9,5.54,289,60.1,50.4,1.3,23,LOW
23,1,0,Arterial,Rain,19.4,2.12,553,61.4,42.9,8.3,65,MEDIUM
16,0,0,Highway,Clear,34.2,0.0,911,92.6,71.2,1.5,27,LOW
4,2,0,Highway,Clear,25.5,0.0,813,91.8,76.0,1.4,30,LOW
19,1,0,Arterial,Clear,26.3,0.0,1389,61.0,10.1,23.8,83,HIGH
20,0,0,Arterial,Clear,31.0,0.0,1437,56.6,9.7,32.9,75,HIGH
7,4,0,Highway,Clear,26.0,0.0,410,96.2,89.6,1.5,22,LOW
13,2,0,Arterial,Clear,20.7,0.0,619,59.2,45.0,0.0,24,LOW
3,4,0,Highway,Clear,24.0,0.0,239,85.0,84.2,0.4,16,LOW
10,5,1,Urban,Rain,21.2,7.3,217,40.4,36.1,2.1,14,LOW
19,0,0,Highway,Fog,36.1,0.43,2219,91.7,8.7,33.8,76,HIGH
14,4,0,Arterial,Rain,36.4,7.36,900,61.6,32.3,9.0,53,MEDIUM
18,5,1,Arterial,Clear,22.1,0.0,758,63.9,39.1,5.8,67,MEDIUM
6,0,0,Highway,Clear,31.0,0.0,394,88.1,84.8,1.3,34,LOW
18,0,0,Urban,Clear,26.1,0.0,893,39.8,8.0,33.3,93,HIGH
18,4,0,Arterial,Clear,38.2,0.0,1606,56.6,8.4,21.2,92,HIGH
10,0,0,Highway,Clear,44.6,0.0,1837,91.2,23.3,27.1,95,HIGH
4,1,0,Highway,Clear,33.1,0.0,280,85.7,84.3,1.2,25,LOW
4,0,0,Highway,Clear,24.4,0.0,524,87.1,79.9,2.1,13,LOW
21,3,0,Highway,Rain,19.9,3.79,445,94.9,78.0,0.3,22,LOW
7,5,1,Arterial,Rain,29.7,1.27,420,60.5,45.6,1.2,25,LOW
9,0,0,Arterial,Clear,26.9,0.0,1254,65.7,15.0,21.9,89,HIGH
5,3,0,Urban,Clear,17.9,0.0,126,43.5,43.1,0.0,16,LOW
14,0,0,Arterial,Clear,28.6,0.0,1173,60.9,14.6,29.6,84,HIGH
15,0,0,Highway,Clear,42.8,0.0,1009,91.8,68.2,8.2,60,MEDIUM
16,4,0,Highway,Clear,33.6,0.0,1598,88.8,34.6,24.6,84,HIGH
7,1,0,Arterial,Rain,19.9,2.3,421,64.2,54.0,2.5,17,LOW
7,5,1,Highway,Clear,27.9,0.0,535,91.8,85.1,1.7,28,LOW
8,1,0,Highway,Clear,30.6,0.0,1803,94.5,25.6,29.7,71,HIGH
1,2,0,Urban,Clear,31.4,0.0,130,38.1,38.1,1.0,10,LOW
14,4,0,Highway,Clear,16.5,0.0,1247,83.2,51.1,8.8,49,MEDIUM
17,4,0,Urban,Clear,27.2,0.0,879,41.5,8.0,27.9,75,HIGH
2,1,0,Highway,Rain,29.8,4.34,546,93.5,73.0,1.3,22,LOW
16,6,1,Urban,Clear,26.7,0.0,725,40.2,13.2,26.7,76,HIGH
3,4,0,Arterial,Clear,14.5,0.0,326,62.3,59.1,0.9,13,LOW
3,1,0,Arterial,Fog,26.9,0.11,255,56.6,43.6,1.1,29,LOW
13,4,0,Highway,Clear,33.5,0.0,1574,94.7,40.5,21.9,84,HIGH
8,0,0,Urban,Clear,24.0,0.0,911,43.5,8.0,25.3,72,HIGH
8,1,0,Urban,Clear,24.7,0.0,867,43.1,8.1,15.9,74,HIGH
22,1,0,Arterial,Rain,37.8,4.7,328,60.5,49.0,1.5,35,LOW
17,3,0,Arterial,Clear,26.6,0.0,1800,64.7,11.7,30.1,86,HIGH
9,4,0,Arterial,Clear,28.8,0.0,1281,55.4,10.5,12.9,86,HIGH
20,4,0,Highway,Storm,14.9,9.94,2378,92.9,8.2,28.9,80,HIGH
3,1,0,Arterial,Rain,20.6,0.35,309,62.9,52.1,0.0,36,LOW
11,0,0,Urban,Clear,43.3,0.0,609,41.5,24.8,9.9,40,MEDIUM
7,0,0,Arterial,Rain,39.6,2.85,404,56.2,46.5,0.0,13,LOW
1,5,1,Highway,Clear,31.3,0.0,444,91.1,83.9,1.4,16,LOW
21,0,0,Arterial,Clear,12.0,0.0,443,59.0,50.0,1.9,33,LOW
12,4,0,Arterial,Clear,18.7,0.0,647,52.2,39.3,0.6,34,LOW
20,6,1,Highway,Clear,18.5,0.0,473,84.1,76.1,0.0,35,LOW
15,3,0,Highway,Clear,18.4,0.0,1613,95.8,39.4,15.9,92,HIGH
1,1,0,Highway,Rain,25.3,0.24,624,88.0,66.8,0.4,34,LOW
10,2,0,Urban,Clear,33.5,0.0,1067,43.2,8.1,17.4,84,HIGH
9,3,0,Highway,Clear,23.6,0.0,2462,95.7,14.4,16.1,92,HIGH
14,6,1,Arterial,Clear,25.8,0.0,736,62.2,40.9,6.6,49,MEDIUM
16,2,0,Arterial,Fog,25.8,0.01,869,57.5,27.6,20.7,96,HIGH
7,3,0,Urban,Rain,34.3,7.71,111,42.8,38.0,1.7,12,LOW
17,0,0,Urban,Clear,34.3,0.0,909,40.6,8.0,16.6,76,HIGH
22,4,0,Highway,Fog,29.1,0.24,653,90.2,60.1,9.9,41,MEDIUM
8,6,1,Highway,Clear,36.9,0.0,437,85.4,82.0,0.7,10,LOW
7,2,0,Urban,Clear,25.3,0.0,175,38.5,34.2,1.5,19,LOW
13,6,1,Highway,Rain,40.2,2.74,971,85.5,55.6,4.9,54,MEDIUM
17,3,0,Highway,Clear,23.8,0.0,2099,94.8,11.9,20.9,84,HIGH
21,4,0,Urban,Fog,14.2,0.14,360,44.6,26.9,9.7,56,MEDIUM
19,6,1,Urban,Clear,19.2,0.0,609,42.8,21.9,9.5,63,MEDIUM
19,2,0,Arterial,Clear,18.5,0.0,1414,60.8,11.4,33.1,84,HIGH
20,1,0,Highway,Rain,22.8,2.74,1276,88.5,46.3,7.8,58,MEDIUM
11,3,0,Arterial,Rain,35.9,0.65,758,61.9,35.6,10.0,61,MEDIUM
18,1,0,Highway,Clear,24.9,0.0,1802,87.9,21.4,16.9,79,HIGH
13,0,0,Urban,Clear,18.5,0.0,476,39.9,29.5,6.0,67,MEDIUM
16,1,0,Urban,Rain,17.8,4.79,579,37.5,18.2,19.5,94,HIGH
23,1,0,Urban,Clear,27.6,0.0,138,42.0,40.2,0.6,26,LOW
20,5,1,Highway,Fog,38.7,0.41,934,93.5,54.6,7.0,42,MEDIUM
2,3,0,Arterial,Rain,29.5,6.78,388,63.6,54.3,1.4,15,LOW
22,0,0,Highway,Clear,34.6,0.0,286,92.8,91.2,1.8,35,LOW
6,1,0,Highway,Clear,30.8,0.0,657,92.4,81.1,0.9,11,LOW
16,4,0,Urban,Clear,17.3,0.0,683,36.9,17.7,21.3,80,HIGH
11,2,0,Highway,Clear,32.2,0.0,1049,84.6,60.0,6.3,62,MEDIUM
8,1,0,Arterial,Rain,20.0,0.39,1763,61.3,8.0,12.2,92,HIGH
14,0,0,Arterial,Storm,25.1,10.16,753,64.4,24.7,32.8,82,HIGH
17,1,0,Urban,Clear,22.9,0.0,825,39.2,8.5,13.4,80,HIGH
20,2,0,Urban,Clear,27.3,0.0,801,40.0,8.2,32.6,77,HIGH
12,0,0,Urban,Clear,26.3,0.0,434,40.0,31.1,1.1,34,LOW
20,3,0,Arterial,Clear,25.3,0.0,1237,52.6,11.8,24.9,76,HIGH
7,0,0,Highway,Clear,26.1,0.0,546,91.2,83.6,1.7,25,LOW
13,3,0,Arterial,Clear,29.9,0.0,872,57.8,32.1,4.4,64,MEDIUM
7,0,0,Arterial,Clear,26.1,0.0,186,62.4,58.5,1.0,29,LOW
13,6,1,Arterial,Fog,26.8,0.4,945,59.9,26.0,21.1,76,HIGH
6,2,0,Arterial,Clear,41.9,0.0,274,59.3,59.3,1.2,26,LOW
22,2,0,Arterial,Rain,35.3,0.48,434,59.4,44.7,0.7,25,LOW
11,0,0,Highway,Rain,24.5,0.37,1025,88.4,56.7,9.4,51,MEDIUM
10,6,1,Highway,Clear,28.7,0.0,355,83.2,83.2,2.6,27,LOW
21,1,0,Arterial,Clear,28.2,0.0,166,63.8,62.6,1.4,12,LOW
21,2,0,Arterial,Clear,28.6,0.0,250,57.5,54.4,0.6,10,LOW
10,3,0,Arterial,Clear,27.9,0.0,1061,58.1,25.8,23.9,95,HIGH
21,3,0,Arterial,Rain,28.6,5.94,346,60.3,51.2,1.4,24,LOW
12,4,0,Highway,Clear,26.2,0.0,1355,84.4,44.9,6.9,51,MEDIUM
17,5,1,Urban,Clear,23.7,0.0,588,38.5,21.1,7.5,55,MEDIUM
1,6,1,Urban,Clear,25.3,0.0,225,45.7,45.7,0.6,14,LOW
20,5,1,Arterial,Rain,15.8,5.58,343,61.3,48.7,1.2,10,LOW
14,5,1,Arterial,Clear,32.9,0.0,794,56.6,38.7,5.1,58,MEDIUM
19,3,0,Arterial,Clear,31.4,0.0,1541,51.7,9.0,32.7,95,HIGH
17,4,0,Arterial,Clear,42.1,0.0,1338,64.0,11.4,16.2,94,HIGH
14,5,1,Urban,Rain,19.6,2.08,794,37.0,8.0,34.1,71,HIGH
18,5,1,Arterial,Clear,25.2,0.0,839,57.8,32.1,9.7,58,MEDIUM
22,0,0,Arterial,Clear,36.2,0.0,243,58.3,55.8,1.2,37,LOW
23,0,0,Arterial,Clear,30.5,0.0,322,56.3,49.4,2.0,16,LOW
11,0,0,Arterial,Clear,39.4,0.0,508,59.7,50.4,1.2,22,LOW
12,1,0,Arterial,Clear,38.3,0.0,830,57.8,35.8,5.9,63,MEDIUM
21,5,1,Arterial,Clear,11.0,0.0,420,62.4,58.9,2.1,9,LOW
10,1,0,Arterial,Clear,29.8,0.0,1487,60.6,10.3,29.0,93,HIGH
4,4,0,Highway,Clear,29.8,0.0,502,97.2,87.0,1.4,23,LOW
0,6,1,Urban,Clear,27.8,0.0,234,44.4,40.2,0.2,22,LOW
23,3,0,Urban,Clear,25.0,0.0,167,37.1,33.7,0.1,15,LOW
2,5,1,Arterial,Clear,38.9,0.0,324,58.7,57.7,0.6,18,LOW
21,3,0,Arterial,Clear,27.8,0.0,527,68.6,55.4,0.0,32,LOW
18,6,1,Highway,Fog,10.0,0.05,1517,84.2,28.9,25.6,84,HIGH
22,0,0,Highway,Clear,24.9,0.0,632,94.0,82.9,1.0,27,LOW
6,5,1,Highway,Clear,42.5,0.0,470,92.7,88.3,0.8,23,LOW
11,2,0,Arterial,Clear,20.2,0.0,969,56.6,27.7,15.6,87,HIGH
14,1,0,Urban,Clear,36.5,0.0,411,37.6,30.0,0.3,11,LOW
4,1,0,Arterial,Clear,35.3,0.0,460,67.4,56.5,1.2,10,LOW
14,5,1,Arterial,Clear,26.2,0.0,927,67.3,37.0,6.8,61,MEDIUM
7,6,1,Arterial,Fog,29.3,0.26,312,61.7,47.6,1.4,12,LOW
9,0,0,Highway,Rain,27.5,1.76,1510,83.1,36.0,19.2,87,HIGH
15,1,0,Highway,Rain,24.3,2.56,972,96.3,64.2,5.8,49,MEDIUM
